Review_ID,Customer_ID,Product_Name,Review_Text,Rating,Review_Date,Region,Clean_Review,Sentiment,Month
19,1964,Laptop,Very bad quality and late delivery,1,2025-03-18 20:24:21.337460,South,bad quality late delivery,Negative,3
20,1391,Smartwatch,Product stopped working after few days,2,2025-04-16 20:24:21.337465,North,product stopped working days,Neutral,4
21,3075,Smartwatch,Excellent quality and fast delivery,4,2025-03-26 20:24:21.337468,West,excellent quality fast delivery,Positive,3
22,2609,Laptop,"Amazing experience, worth the price",5,2025-09-20 20:24:21.337472,West,amazing experience worth price,Positive,9
23,2923,Smartwatch,Very bad quality and late delivery,1,2025-01-02 20:24:21.337477,North,bad quality late delivery,Negative,1
24,3175,Camera,Poor service and damaged product,1,2025-05-23 20:24:21.337481,South,poor service damaged product,Negative,5
25,1775,Smartwatch,Product stopped working after few days,2,2025-11-27 20:24:21.337486,East,product stopped working days,Neutral,11
26,2278,Smartwatch,Not worth the money,1,2025-12-02 20:24:21.337490,West,worth money,Positive,12
27,2482,Headphones,Good quality and easy to use,4,2025-02-06 20:24:21.337494,East,good quality easy use,Positive,2
28,3611,Camera,Excellent quality and fast delivery,4,2025-07-21 20:24:21.337498,East,excellent quality fast delivery,Positive,7
29,3539,Headphones,Excellent quality and fast delivery,5,2025-05-10 20:24:21.337502,East,excellent quality fast delivery,Positive,5
30,3530,Headphones,"Amazing experience, worth the price",4,2025-01-31 20:24:21.337506,South,amazing experience worth price,Positive,1
31,3582,Camera,Good quality and easy to use,4,2025-06-01 20:24:21.337510,North,good quality easy use,Positive,6
32,2221,Laptop,Good quality and easy to use,4,2025-09-25 20:24:21.337514,West,good quality easy use,Positive,9
33,4358,Headphones,"Amazing experience, worth the price",5,2025-04-19 20:24:21.337518,West,amazing experience worth price,Positive,4
34,4751,Smartwatch,Poor service and damaged product,1,2025-06-04 20:24:21.337522,North,poor service damaged product,Negative,6
35,3392,Laptop,Not worth the money,2,2025-09-14 20:24:21.337526,West,worth money,Positive,9
36,2757,Camera,Product stopped working after few days,1,2025-05-31 20:24:21.337530,East,product stopped working days,Neutral,5
37,3404,Camera,"Amazing experience, worth the price",5,2025-08-15 20:24:21.337534,West,amazing experience worth price,Positive,8
38,3116,Smartwatch,Product stopped working after few days,1,2024-12-24 20:24:21.337538,South,product stopped working days,Neutral,12
39,3094,Mobile,"Very good product, totally satisfied",4,2025-11-26 20:24:21.337542,South,good product totally satisfied,Positive,11
40,4762,Camera,Product stopped working after few days,2,2025-04-04 20:24:21.337864,West,product stopped working days,Neutral,4
41,4926,Laptop,"Amazing experience, worth the price",5,2024-12-28 20:24:21.337872,North,amazing experience worth price,Positive,12
42,3864,Smartwatch,"Very good product, totally satisfied",4,2025-11-26 20:24:21.337877,South,good product totally satisfied,Positive,11
43,3585,Smartwatch,Excellent quality and fast delivery,5,2025-09-07 20:24:21.337881,South,excellent quality fast delivery,Positive,9
44,1520,Headphones,Very bad quality and late delivery,2,2025-08-29 20:24:21.337886,North,bad quality late delivery,Negative,8
45,2550,Headphones,Product stopped working after few days,2,2025-08-15 20:24:21.337890,West,product stopped working days,Neutral,8
46,1685,Headphones,Good quality and easy to use,5,2025-02-07 20:24:21.337894,East,good quality easy use,Positive,2
47,1450,Camera,Excellent quality and fast delivery,4,2025-10-03 20:24:21.337898,West,excellent quality fast delivery,Positive,10
48,2868,Headphones,Product stopped working after few days,2,2025-05-18 20:24:21.337902,South,product stopped working days,Neutral,5
49,4252,Mobile,Product stopped working after few days,2,2025-06-18 20:24:21.337906,West,product stopped working days,Neutral,6
50,2035,Laptop,Not worth the money,1,2025-03-01 20:24:21.337910,North,worth money,Positive,3
51,1728,Headphones,"Very good product, totally satisfied",4,2025-06-26 20:24:21.337914,West,good product totally satisfied,Positive,6
52,4033,Smartwatch,Excellent quality and fast delivery,5,2025-08-30 20:24:21.337919,East,excellent quality fast delivery,Positive,8
53,2955,Laptop,"Amazing experience, worth the price",4,2025-06-09 20:24:21.337922,West,amazing experience worth price,Positive,6
54,4970,Laptop,Good quality and easy to use,4,2025-07-29 20:24:21.337928,North,good quality easy use,Positive,7
55,3720,Smartwatch,Poor service and damaged product,1,2025-01-13 20:24:21.337932,East,poor service damaged product,Negative,1
56,2041,Mobile,Very bad quality and late delivery,1,2025-11-05 20:24:21.337936,North,bad quality late delivery,Negative,11
57,4205,Headphones,Not worth the money,2,2025-04-26 20:24:21.337940,East,worth money,Positive,4
58,2913,Mobile,"Amazing experience, worth the price",5,2025-12-06 20:24:21.337944,South,amazing experience worth price,Positive,12
59,4194,Camera,Not worth the money,1,2025-10-31 20:24:21.337948,East,worth money,Positive,10
60,4226,Mobile,Excellent quality and fast delivery,5,2025-09-15 20:24:21.337952,North,excellent quality fast delivery,Positive,9
61,2201,Laptop,"Amazing experience, worth the price",4,2025-10-13 20:24:21.337958,West,amazing experience worth price,Positive,10
62,3804,Camera,Good quality and easy to use,4,2025-11-08 20:24:21.337962,South,good quality easy use,Positive,11
63,4573,Headphones,"Amazing experience, worth the price",4,2025-04-08 20:24:21.337966,West,amazing experience worth price,Positive,4
64,1483,Headphones,"Very good product, totally satisfied",5,2025-04-13 20:24:21.337970,South,good product totally satisfied,Positive,4
65,3304,Camera,Poor service and damaged product,1,2025-06-08 20:24:21.337974,South,poor service damaged product,Negative,6
66,4596,Headphones,Excellent quality and fast delivery,4,2025-12-04 20:24:21.337979,South,excellent quality fast delivery,Positive,12
67,1099,Mobile,"Very good product, totally satisfied",4,2025-02-14 20:24:21.337983,North,good product totally satisfied,Positive,2
68,4825,Headphones,Excellent quality and fast delivery,4,2025-08-29 20:24:21.337987,North,excellent quality fast delivery,Positive,8
69,2039,Laptop,Product stopped working after few days,2,2025-06-17 20:24:21.337992,East,product stopped working days,Neutral,6
70,1545,Headphones,Good quality and easy to use,4,2025-04-20 20:24:21.337995,South,good quality easy use,Positive,4
71,2900,Mobile,"Very good product, totally satisfied",5,2025-01-08 20:24:21.338000,West,good product totally satisfied,Positive,1
72,2629,Headphones,Good quality and easy to use,4,2025-05-01 20:24:21.338004,South,good quality easy use,Positive,5
73,4388,Smartwatch,Good quality and easy to use,5,2025-05-26 20:24:21.338008,East,good quality easy use,Positive,5
74,3854,Headphones,Poor service and damaged product,2,2025-12-07 20:24:21.338012,East,poor service damaged product,Negative,12
75,3380,Mobile,Good quality and easy to use,5,2025-08-02 20:24:21.338017,East,good quality easy use,Positive,8
76,1937,Laptop,Product stopped working after few days,1,2025-01-19 20:24:21.338020,East,product stopped working days,Neutral,1
77,3158,Smartwatch,Product stopped working after few days,1,2025-04-17 20:24:21.338024,South,product stopped working days,Neutral,4
78,3913,Headphones,Poor service and damaged product,1,2025-03-21 20:24:21.338029,West,poor service damaged product,Negative,3
79,3866,Smartwatch,Not worth the money,1,2025-01-03 20:24:21.338033,West,worth money,Positive,1
80,3305,Camera,"Amazing experience, worth the price",4,2025-08-20 20:24:21.338039,South,amazing experience worth price,Positive,8
81,4370,Smartwatch,"Amazing experience, worth the price",4,2025-03-08 20:24:21.338043,West,amazing experience worth price,Positive,3
82,3840,Headphones,Product stopped working after few days,2,2025-05-31 20:24:21.338048,South,product stopped working days,Neutral,5
83,2786,Smartwatch,"Amazing experience, worth the price",5,2025-07-01 20:24:21.338052,North,amazing experience worth price,Positive,7
84,4130,Laptop,Very bad quality and late delivery,1,2025-07-18 20:24:21.338056,East,bad quality late delivery,Negative,7
85,2991,Mobile,Product stopped working after few days,1,2025-08-20 20:24:21.338060,East,product stopped working days,Neutral,8
86,3551,Mobile,Very bad quality and late delivery,2,2025-10-24 20:24:21.338064,North,bad quality late delivery,Negative,10
87,3973,Camera,"Very good product, totally satisfied",4,2025-08-28 20:24:21.338068,North,good product totally satisfied,Positive,8
88,4791,Laptop,"Amazing experience, worth the price",4,2025-03-01 20:24:21.338073,East,amazing experience worth price,Positive,3
89,3073,Camera,Good quality and easy to use,4,2025-06-14 20:24:21.338078,West,good quality easy use,Positive,6
90,4130,Headphones,"Amazing experience, worth the price",5,2025-04-06 20:24:21.338082,South,amazing experience worth price,Positive,4
91,1556,Laptop,"Very good product, totally satisfied",4,2025-01-31 20:24:21.338085,West,good product totally satisfied,Positive,1
92,1138,Camera,Very bad quality and late delivery,2,2025-05-27 20:24:21.338089,South,bad quality late delivery,Negative,5
93,4845,Laptop,Excellent quality and fast delivery,4,2025-06-19 20:24:21.338093,East,excellent quality fast delivery,Positive,6
94,2650,Mobile,Poor service and damaged product,1,2025-09-27 20:24:21.338097,East,poor service damaged product,Negative,9
95,4586,Smartwatch,"Amazing experience, worth the price",5,2025-03-11 20:24:21.338102,East,amazing experience worth price,Positive,3
96,4449,Headphones,Excellent quality and fast delivery,4,2025-01-28 20:24:21.338106,South,excellent quality fast delivery,Positive,1
97,1876,Headphones,"Very good product, totally satisfied",5,2025-06-24 20:24:21.338112,North,good product totally satisfied,Positive,6
98,3970,Camera,Not worth the money,2,2025-01-19 20:24:21.338116,West,worth money,Positive,1
99,3321,Camera,Not worth the money,1,2025-04-25 20:24:21.338122,West,worth money,Positive,4
100,4196,Mobile,"Very good product, totally satisfied",5,2025-05-02 20:24:21.338128,East,good product totally satisfied,Positive,5
101,1148,Mobile,Good quality and easy to use,4,2025-01-15 20:24:21.338132,West,good quality easy use,Positive,1
102,2655,Smartwatch,Not worth the money,2,2025-11-15 20:24:21.338136,North,worth money,Positive,11
103,3549,Mobile,Not worth the money,1,2025-07-13 20:24:21.338140,South,worth money,Positive,7
104,3163,Smartwatch,Excellent quality and fast delivery,5,2025-06-05 20:24:21.338144,North,excellent quality fast delivery,Positive,6
105,3255,Laptop,Good quality and easy to use,5,2025-06-11 20:24:21.338148,North,good quality easy use,Positive,6
106,3239,Laptop,Poor service and damaged product,2,2025-01-07 20:24:21.338153,East,poor service damaged product,Negative,1
107,4065,Laptop,Product stopped working after few days,1,2025-07-07 20:24:21.338157,East,product stopped working days,Neutral,7
108,3210,Laptop,Not worth the money,2,2025-02-20 20:24:21.338162,North,worth money,Positive,2
109,3430,Mobile,"Very good product, totally satisfied",4,2025-04-22 20:24:21.338166,East,good product totally satisfied,Positive,4
110,1835,Smartwatch,Excellent quality and fast delivery,5,2025-03-14 20:24:21.338170,North,excellent quality fast delivery,Positive,3
111,2019,Camera,Product stopped working after few days,2,2024-12-29 20:24:21.338174,South,product stopped working days,Neutral,12
112,4106,Mobile,Poor service and damaged product,2,2025-04-06 20:24:21.338178,North,poor service damaged product,Negative,4
113,1298,Laptop,Good quality and easy to use,4,2025-03-04 20:24:21.338182,West,good quality easy use,Positive,3
114,2710,Smartwatch,"Amazing experience, worth the price",5,2025-11-25 20:24:21.338186,East,amazing experience worth price,Positive,11
115,2383,Laptop,Good quality and easy to use,5,2025-03-23 20:24:21.338190,East,good quality easy use,Positive,3
116,2500,Camera,Not worth the money,2,2025-11-06 20:24:21.338194,East,worth money,Positive,11
117,2554,Headphones,"Amazing experience, worth the price",4,2025-05-04 20:24:21.338198,South,amazing experience worth price,Positive,5
118,4342,Mobile,Poor service and damaged product,2,2025-12-16 20:24:21.338202,West,poor service damaged product,Negative,12
119,1896,Headphones,Very bad quality and late delivery,2,2025-01-12 20:24:21.338208,West,bad quality late delivery,Negative,1
120,2395,Smartwatch,Excellent quality and fast delivery,4,2025-08-05 20:24:21.338212,South,excellent quality fast delivery,Positive,8
121,1073,Smartwatch,Good quality and easy to use,5,2025-01-06 20:24:21.338216,South,good quality easy use,Positive,1
122,3739,Camera,Product stopped working after few days,1,2025-11-15 20:24:21.338220,North,product stopped working days,Neutral,11
123,1736,Laptop,"Very good product, totally satisfied",4,2025-01-11 20:24:21.338224,North,good product totally satisfied,Positive,1
124,4201,Smartwatch,Excellent quality and fast delivery,5,2025-02-06 20:24:21.338228,East,excellent quality fast delivery,Positive,2
125,3136,Mobile,Good quality and easy to use,5,2025-09-12 20:24:21.338232,South,good quality easy use,Positive,9
126,3617,Laptop,Product stopped working after few days,2,2025-08-12 20:24:21.338236,North,product stopped working days,Neutral,8
127,1087,Laptop,Not worth the money,1,2025-02-19 20:24:21.338240,South,worth money,Positive,2
128,4608,Headphones,Excellent quality and fast delivery,4,2025-04-02 20:24:21.338245,West,excellent quality fast delivery,Positive,4
129,1606,Smartwatch,Not worth the money,2,2025-06-21 20:24:21.338249,South,worth money,Positive,6
130,3870,Mobile,Excellent quality and fast delivery,4,2025-12-19 20:24:21.338254,South,excellent quality fast delivery,Positive,12
131,2146,Camera,Excellent quality and fast delivery,5,2025-10-16 20:24:21.338258,East,excellent quality fast delivery,Positive,10
132,4688,Headphones,"Amazing experience, worth the price",4,2025-04-04 20:24:21.338262,North,amazing experience worth price,Positive,4
133,4218,Mobile,Very bad quality and late delivery,2,2025-02-19 20:24:21.338266,North,bad quality late delivery,Negative,2
134,1341,Headphones,Very bad quality and late delivery,1,2025-07-07 20:24:21.338271,North,bad quality late delivery,Negative,7
135,2643,Laptop,Product stopped working after few days,2,2025-04-08 20:24:21.338275,West,product stopped working days,Neutral,4
136,3202,Camera,Excellent quality and fast delivery,5,2025-04-01 20:24:21.338279,North,excellent quality fast delivery,Positive,4
137,3334,Laptop,Not worth the money,1,2025-03-06 20:24:21.338283,West,worth money,Positive,3
138,1559,Camera,"Amazing experience, worth the price",4,2025-07-22 20:24:21.338287,North,amazing experience worth price,Positive,7
139,3294,Laptop,Excellent quality and fast delivery,4,2025-06-07 20:24:21.338293,West,excellent quality fast delivery,Positive,6
140,3571,Headphones,"Amazing experience, worth the price",5,2025-10-04 20:24:21.338297,East,amazing experience worth price,Positive,10
141,3778,Smartwatch,Excellent quality and fast delivery,5,2025-09-23 20:24:21.338300,North,excellent quality fast delivery,Positive,9
142,4647,Laptop,Excellent quality and fast delivery,4,2025-12-17 20:24:21.338305,South,excellent quality fast delivery,Positive,12
143,1722,Smartwatch,Very bad quality and late delivery,2,2025-03-01 20:24:21.338309,North,bad quality late delivery,Negative,3
144,3209,Headphones,Very bad quality and late delivery,2,2025-09-04 20:24:21.338313,West,bad quality late delivery,Negative,9
145,4825,Smartwatch,Not worth the money,2,2024-12-28 20:24:21.338317,West,worth money,Positive,12
146,2146,Smartwatch,"Amazing experience, worth the price",4,2025-01-05 20:24:21.338321,East,amazing experience worth price,Positive,1
147,1018,Smartwatch,Very bad quality and late delivery,1,2025-06-17 20:24:21.338327,West,bad quality late delivery,Negative,6
148,2892,Camera,Very bad quality and late delivery,2,2025-06-01 20:24:21.338331,East,bad quality late delivery,Negative,6
149,3061,Camera,Product stopped working after few days,2,2025-10-17 20:24:21.338335,East,product stopped working days,Neutral,10
150,1147,Laptop,"Very good product, totally satisfied",4,2025-03-19 20:24:21.338340,North,good product totally satisfied,Positive,3
151,3469,Mobile,"Very good product, totally satisfied",5,2025-09-17 20:24:21.338357,North,good product totally satisfied,Positive,9
152,1116,Laptop,"Amazing experience, worth the price",5,2025-12-05 20:24:21.338362,North,amazing experience worth price,Positive,12
153,4223,Laptop,"Very good product, totally satisfied",5,2025-03-04 20:24:21.338366,South,good product totally satisfied,Positive,3
154,4824,Headphones,"Amazing experience, worth the price",5,2025-02-28 20:24:21.338371,South,amazing experience worth price,Positive,2
155,2324,Mobile,"Very good product, totally satisfied",4,2025-12-07 20:24:21.338375,West,good product totally satisfied,Positive,12
156,3527,Headphones,Poor service and damaged product,2,2025-06-05 20:24:21.338379,South,poor service damaged product,Negative,6
157,3967,Headphones,"Amazing experience, worth the price",4,2025-04-19 20:24:21.338383,South,amazing experience worth price,Positive,4
158,3508,Camera,Excellent quality and fast delivery,5,2025-06-08 20:24:21.338389,South,excellent quality fast delivery,Positive,6
159,4193,Headphones,Excellent quality and fast delivery,4,2025-04-29 20:24:21.338393,South,excellent quality fast delivery,Positive,4
160,3974,Camera,Good quality and easy to use,5,2025-01-20 20:24:21.338396,South,good quality easy use,Positive,1
161,4026,Mobile,Not worth the money,1,2025-07-20 20:24:21.338400,South,worth money,Positive,7
162,4655,Headphones,Excellent quality and fast delivery,5,2025-07-07 20:24:21.338407,West,excellent quality fast delivery,Positive,7
163,1598,Smartwatch,Product stopped working after few days,2,2025-01-18 20:24:21.338411,South,product stopped working days,Neutral,1
164,2358,Laptop,Very bad quality and late delivery,1,2025-09-26 20:24:21.338415,West,bad quality late delivery,Negative,9
165,3242,Laptop,"Amazing experience, worth the price",5,2025-08-15 20:24:21.338419,West,amazing experience worth price,Positive,8
166,1191,Laptop,Excellent quality and fast delivery,5,2025-11-14 20:24:21.338423,North,excellent quality fast delivery,Positive,11
167,3650,Mobile,Not worth the money,2,2025-05-10 20:24:21.338428,East,worth money,Positive,5
168,3369,Headphones,Very bad quality and late delivery,1,2025-09-11 20:24:21.338432,East,bad quality late delivery,Negative,9
169,2192,Camera,Product stopped working after few days,1,2025-02-24 20:24:21.338436,West,product stopped working days,Neutral,2
170,4707,Smartwatch,"Amazing experience, worth the price",5,2025-04-21 20:24:21.338440,South,amazing experience worth price,Positive,4
171,1667,Smartwatch,Good quality and easy to use,5,2025-10-11 20:24:21.338444,East,good quality easy use,Positive,10
172,4620,Mobile,Good quality and easy to use,4,2025-07-30 20:24:21.338448,North,good quality easy use,Positive,7
173,1484,Camera,Excellent quality and fast delivery,5,2025-05-30 20:24:21.338452,North,excellent quality fast delivery,Positive,5
174,2854,Camera,Good quality and easy to use,5,2025-03-19 20:24:21.338456,North,good quality easy use,Positive,3
175,1974,Mobile,"Amazing experience, worth the price",4,2025-07-17 20:24:21.338460,North,amazing experience worth price,Positive,7
176,4803,Smartwatch,Excellent quality and fast delivery,5,2025-09-29 20:24:21.338464,South,excellent quality fast delivery,Positive,9
177,4856,Headphones,Excellent quality and fast delivery,4,2025-01-20 20:24:21.338468,South,excellent quality fast delivery,Positive,1
178,2072,Camera,Good quality and easy to use,5,2025-02-28 20:24:21.338474,East,good quality easy use,Positive,2
179,3992,Mobile,"Very good product, totally satisfied",4,2025-02-15 20:24:21.338479,North,good product totally satisfied,Positive,2
180,3703,Mobile,Product stopped working after few days,2,2025-08-03 20:24:21.338483,West,product stopped working days,Neutral,8
181,2266,Mobile,"Very good product, totally satisfied",4,2025-02-26 20:24:21.338489,South,good product totally satisfied,Positive,2
182,2877,Smartwatch,Product stopped working after few days,2,2025-02-05 20:24:21.338494,West,product stopped working days,Neutral,2
183,4483,Mobile,Not worth the money,2,2025-01-29 20:24:21.338498,South,worth money,Positive,1
184,1020,Headphones,Good quality and easy to use,4,2025-09-07 20:24:21.338501,South,good quality easy use,Positive,9
185,2824,Camera,Good quality and easy to use,4,2025-08-17 20:24:21.338505,East,good quality easy use,Positive,8
186,3467,Laptop,Very bad quality and late delivery,1,2025-01-14 20:24:21.338509,East,bad quality late delivery,Negative,1
187,3937,Headphones,Excellent quality and fast delivery,4,2025-11-09 20:24:21.338513,West,excellent quality fast delivery,Positive,11
188,3613,Laptop,Poor service and damaged product,2,2025-10-30 20:24:21.338518,North,poor service damaged product,Negative,10
189,3441,Smartwatch,"Amazing experience, worth the price",5,2025-11-02 20:24:21.338522,North,amazing experience worth price,Positive,11
190,2254,Mobile,"Amazing experience, worth the price",4,2025-05-21 20:24:21.338526,South,amazing experience worth price,Positive,5
191,4516,Camera,"Amazing experience, worth the price",4,2025-10-24 20:24:21.338530,North,amazing experience worth price,Positive,10
192,4827,Headphones,Product stopped working after few days,1,2025-06-23 20:24:21.338534,East,product stopped working days,Neutral,6
193,4191,Headphones,Excellent quality and fast delivery,5,2025-04-17 20:24:21.338537,North,excellent quality fast delivery,Positive,4
194,1560,Mobile,Product stopped working after few days,1,2025-06-27 20:24:21.338542,East,product stopped working days,Neutral,6
195,1833,Laptop,Product stopped working after few days,2,2025-05-02 20:24:21.338546,South,product stopped working days,Neutral,5
196,3707,Smartwatch,Excellent quality and fast delivery,5,2025-02-13 20:24:21.338550,East,excellent quality fast delivery,Positive,2
197,2177,Laptop,"Amazing experience, worth the price",5,2025-02-20 20:24:21.338555,South,amazing experience worth price,Positive,2
198,1689,Laptop,Very bad quality and late delivery,1,2025-04-06 20:24:21.338560,West,bad quality late delivery,Negative,4
199,4104,Smartwatch,Not worth the money,2,2025-10-26 20:24:21.338564,North,worth money,Positive,10
200,3596,Smartwatch,Not worth the money,1,2025-07-13 20:24:21.338568,North,worth money,Positive,7
201,3717,Smartwatch,Product stopped working after few days,1,2025-10-08 20:24:21.338572,East,product stopped working days,Neutral,10
202,4234,Mobile,Poor service and damaged product,1,2025-01-14 20:24:21.338577,East,poor service damaged product,Negative,1
203,2627,Headphones,Not worth the money,2,2025-09-08 20:24:21.338581,East,worth money,Positive,9
204,3791,Mobile,"Amazing experience, worth the price",4,2025-03-13 20:24:21.338586,South,amazing experience worth price,Positive,3
205,1240,Mobile,Excellent quality and fast delivery,5,2025-05-06 20:24:21.338590,East,excellent quality fast delivery,Positive,5
206,4027,Headphones,Good quality and easy to use,4,2025-03-25 20:24:21.338593,North,good quality easy use,Positive,3
207,4978,Mobile,"Amazing experience, worth the price",5,2025-01-03 20:24:21.338597,East,amazing experience worth price,Positive,1
208,2494,Camera,Not worth the money,1,2025-07-21 20:24:21.338602,North,worth money,Positive,7
209,2994,Headphones,Product stopped working after few days,2,2025-07-21 20:24:21.338606,West,product stopped working days,Neutral,7
210,4829,Laptop,Not worth the money,1,2025-10-24 20:24:21.338610,North,worth money,Positive,10
211,3744,Camera,"Amazing experience, worth the price",5,2025-08-12 20:24:21.338614,West,amazing experience worth price,Positive,8
212,4901,Mobile,"Very good product, totally satisfied",4,2025-10-26 20:24:21.338619,East,good product totally satisfied,Positive,10
213,2054,Headphones,"Amazing experience, worth the price",5,2025-04-30 20:24:21.338624,West,amazing experience worth price,Positive,4
214,4151,Laptop,Good quality and easy to use,4,2025-05-07 20:24:21.338628,West,good quality easy use,Positive,5
215,4277,Mobile,Good quality and easy to use,4,2025-01-12 20:24:21.338632,East,good quality easy use,Positive,1
216,4468,Laptop,Very bad quality and late delivery,2,2025-08-26 20:24:21.338636,West,bad quality late delivery,Negative,8
217,3309,Camera,Excellent quality and fast delivery,4,2025-10-30 20:24:21.338641,East,excellent quality fast delivery,Positive,10
218,1481,Laptop,"Very good product, totally satisfied",4,2025-10-06 20:24:21.338645,North,good product totally satisfied,Positive,10
219,2741,Smartwatch,Excellent quality and fast delivery,5,2025-12-21 20:24:21.338649,North,excellent quality fast delivery,Positive,12
220,2909,Smartwatch,"Very good product, totally satisfied",4,2025-03-09 20:24:21.338653,South,good product totally satisfied,Positive,3
221,4775,Smartwatch,Excellent quality and fast delivery,5,2025-12-11 20:24:21.338657,South,excellent quality fast delivery,Positive,12
222,2214,Headphones,Product stopped working after few days,1,2025-01-21 20:24:21.338661,North,product stopped working days,Neutral,1
223,4126,Laptop,Excellent quality and fast delivery,5,2025-05-17 20:24:21.338665,South,excellent quality fast delivery,Positive,5
224,4536,Headphones,Product stopped working after few days,1,2025-04-15 20:24:21.338669,West,product stopped working days,Neutral,4
225,2343,Laptop,"Very good product, totally satisfied",4,2025-06-11 20:24:21.338673,West,good product totally satisfied,Positive,6
226,2770,Mobile,Very bad quality and late delivery,1,2025-12-08 20:24:21.338678,West,bad quality late delivery,Negative,12
227,1983,Camera,Excellent quality and fast delivery,4,2025-06-19 20:24:21.338683,East,excellent quality fast delivery,Positive,6
228,2583,Smartwatch,Good quality and easy to use,4,2025-01-16 20:24:21.338687,East,good quality easy use,Positive,1
229,1162,Laptop,"Amazing experience, worth the price",4,2025-05-02 20:24:21.338691,South,amazing experience worth price,Positive,5
230,1937,Camera,Not worth the money,1,2025-09-14 20:24:21.338695,South,worth money,Positive,9
231,3718,Headphones,"Very good product, totally satisfied",4,2025-12-03 20:24:21.338699,East,good product totally satisfied,Positive,12
232,2306,Headphones,Not worth the money,2,2025-01-07 20:24:21.338703,East,worth money,Positive,1
233,2096,Smartwatch,"Very good product, totally satisfied",5,2025-12-17 20:24:21.338707,South,good product totally satisfied,Positive,12
234,3786,Headphones,Very bad quality and late delivery,1,2025-01-25 20:24:21.338713,West,bad quality late delivery,Negative,1
235,1895,Headphones,Product stopped working after few days,2,2025-09-25 20:24:21.338717,South,product stopped working days,Neutral,9
236,2219,Laptop,"Amazing experience, worth the price",5,2025-05-21 20:24:21.338723,South,amazing experience worth price,Positive,5
237,4582,Laptop,"Very good product, totally satisfied",4,2025-04-09 20:24:21.338727,North,good product totally satisfied,Positive,4
238,3902,Headphones,"Very good product, totally satisfied",5,2025-05-14 20:24:21.338731,East,good product totally satisfied,Positive,5
239,3621,Smartwatch,Poor service and damaged product,1,2025-08-19 20:24:21.338735,South,poor service damaged product,Negative,8
240,2037,Smartwatch,Good quality and easy to use,5,2025-01-11 20:24:21.338739,South,good quality easy use,Positive,1
241,1438,Mobile,"Very good product, totally satisfied",4,2025-09-23 20:24:21.338743,West,good product totally satisfied,Positive,9
242,3954,Headphones,"Amazing experience, worth the price",4,2025-09-19 20:24:21.338747,South,amazing experience worth price,Positive,9
243,4031,Headphones,Excellent quality and fast delivery,4,2025-05-15 20:24:21.338751,West,excellent quality fast delivery,Positive,5
244,4896,Smartwatch,Not worth the money,1,2025-05-31 20:24:21.338754,South,worth money,Positive,5
245,4516,Laptop,Poor service and damaged product,1,2025-03-24 20:24:21.338758,East,poor service damaged product,Negative,3
246,1101,Mobile,"Amazing experience, worth the price",5,2025-05-23 20:24:21.338763,North,amazing experience worth price,Positive,5
247,4032,Smartwatch,Good quality and easy to use,4,2025-05-19 20:24:21.338767,East,good quality easy use,Positive,5
248,3893,Smartwatch,Very bad quality and late delivery,2,2025-06-12 20:24:21.338772,West,bad quality late delivery,Negative,6
249,4822,Laptop,Excellent quality and fast delivery,5,2025-08-10 20:24:21.338776,West,excellent quality fast delivery,Positive,8
